Age,Gender,City,AdType,Budget,DurationSec,Impressions,CTR,Clicks,ConversionRate,Conversions,Performance
21,Female,Mumbai,Carousel,50158,38,1098568,7.55,82941,1.74,1443,High
42,Male,Delhi,Image,56352,33,1400228,7.07,98996,1.94,1920,High
38,Female,Kolkata,Shorts,72003,47,1982629,7.17,142154,0.86,1222,High
54,Male,Kolkata,Carousel,66680,46,2054616,2.38,48899,4.19,2048,High
55,Male,Mumbai,Carousel,69770,59,1717135,1.3,22322,2.59,578,High
18,Female,Kolkata,Shorts,39010,17,957765,5.15,49324,2.83,1395,High
42,Female,Chennai,Video,45576,11,1620529,3.96,64172,4.43,2842,High
53,Female,Bangalore,Carousel,64519,14,2532590,0.88,22286,0.18,40,High
34,Female,Chennai,Video,68224,32,1806049,5.45,98429,0.43,423,High
58,Female,Hyderabad,Shorts,61127,8,2063664,4.55,93896,0.89,835,High
41,Male,Chennai,Shorts,41559,36,1045698,6.92,72362,0.25,180,High
19,Female,Delhi,Carousel,34375,26,1325495,4.91,65081,3.32,2160,High
57,Female,Kolkata,Image,53494,24,1789827,4.63,82868,3.21,2660,High
32,Female,Kolkata,Carousel,36624,52,1320429,3.58,47271,1.13,534,High
49,Male,Delhi,Image,56909,24,1194366,3.76,44908,0.83,372,High
56,Female,Kolkata,Video,68760,10,2198274,7.64,167948,0.81,1360,High
23,Female,Chennai,Image,52836,13,1614268,1.19,19209,4.77,916,High
18,Female,Hyderabad,Carousel,30412,32,786466,3.63,28548,3.5,999,High
40,Male,Mumbai,Image,42360,17,1069544,5.28,56471,2.97,1677,High
56,Male,Delhi,Shorts,62970,35,1989891,3.52,70044,1.68,1176,High
34,Female,Chennai,Video,57108,43,1949107,2.34,45609,2.22,1012,High
51,Male,Chennai,Shorts,58308,54,1204852,2.37,28554,0.54,154,High
58,Female,Chennai,Shorts,76534,18,2399204,1.95,46784,4.99,2334,High
46,Male,Mumbai,Shorts,55236,26,1293030,2.82,36463,3.8,1385,High
26,Female,Bangalore,Shorts,54762,41,1248990,6.99,87304,3.15,2750,High
30,Male,Kolkata,Image,62850,58,2040265,4.09,83446,2.98,2486,High
23,Female,Kolkata,Shorts,32402,49,849511,2.0,16990,2.57,436,High
23,Female,Hyderabad,Image,43323,28,1248475,3.14,39202,1.36,533,High
37,Male,Bangalore,Shorts,38922,12,1058696,0.94,9951,1.21,120,High
20,Female,Kolkata,Carousel,59823,19,1972191,7.24,142786,2.79,3983,High
34,Female,Hyderabad,Shorts,36213,55,1064762,3.32,35350,0.44,155,High
29,Female,Hyderabad,Carousel,58451,45,2295350,7.85,180184,0.46,828,High
18,Female,Chennai,Image,46748,10,1264436,2.85,36036,2.85,1027,High
34,Male,Delhi,Video,44657,27,1554340,6.71,104296,4.61,4808,High
20,Female,Chennai,Image,63677,29,1601222,2.13,34106,4.58,1562,High
43,Male,Mumbai,Video,30017,35,905780,0.7,6340,0.15,9,High
32,Male,Kolkata,Video,42669,50,1324955,0.35,4637,0.63,29,High
53,Male,Hyderabad,Shorts,93942,33,2497205,4.89,122113,2.96,3614,High
49,Male,Delhi,Video,77756,27,2288803,2.56,58593,4.26,2496,High
49,Female,Kolkata,Image,22783,14,582935,3.6,20985,4.78,1003,High
21,Female,Hyderabad,Shorts,42386,13,852820,6.57,56030,4.32,2420,High
35,Male,Hyderabad,Video,50942,53,1238556,2.06,25514,3.42,872,High
36,Female,Chennai,Image,28831,17,980321,2.54,24900,1.08,268,High
52,Male,Delhi,Video,80270,36,2843120,6.78,192763,0.46,886,High
57,Female,Delhi,Video,50443,53,1291563,3.99,51533,0.33,170,High
31,Female,Kolkata,Shorts,47211,55,1329507,6.64,88279,3.1,2736,High
50,Female,Hyderabad,Shorts,55715,49,1155956,3.06,35372,0.28,99,High
31,Male,Delhi,Image,55476,45,1372569,3.25,44608,3.72,1659,High
51,Male,Delhi,Shorts,37184,5,1323194,1.42,18789,3.59,674,High
21,Female,Kolkata,Shorts,69729,5,2239685,7.34,164392,0.49,805,High
41,Male,Chennai,Carousel,52430,41,1264383,7.18,90782,4.54,4121,High
46,Male,Bangalore,Carousel,69631,44,1751143,7.88,137990,2.66,3670,High
36,Female,Mumbai,Image,41365,22,1503055,3.28,49300,4.53,2233,High
23,Male,Bangalore,Shorts,23061,40,557655,6.57,36637,4.52,1655,High
50,Female,Delhi,Image,71559,35,1909429,3.38,64538,1.07,690,High
57,Female,Hyderabad,Carousel,61105,58,2034044,3.69,75056,1.96,1471,High
36,Female,Mumbai,Carousel,67523,5,2108227,6.66,140407,0.76,1067,High
18,Male,Mumbai,Carousel,68445,51,1999813,1.5,29997,3.9,1169,High
22,Female,Hyderabad,Image,50289,56,1910731,1.84,35157,2.57,903,High
44,Female,Mumbai,Shorts,44496,40,1085445,2.59,28113,4.65,1307,High
33,Male,Hyderabad,Video,48624,13,1693524,6.33,107200,1.12,1200,High
23,Male,Mumbai,Shorts,58271,26,1350805,3.04,41064,3.47,1424,High
57,Male,Kolkata,Image,54155,32,1750019,2.93,51275,4.95,2538,High
30,Male,Kolkata,Carousel,22562,30,844110,7.99,67444,3.36,2266,High
52,Female,Bangalore,Video,48222,56,1406073,3.13,44010,0.44,193,High
36,Male,Mumbai,Image,71208,14,2455686,2.06,50587,2.98,1507,High
29,Male,Chennai,Carousel,49980,51,1819676,5.02,91347,0.98,895,High
33,Male,Hyderabad,Image,83368,7,1894167,6.43,121794,0.25,304,High
27,Male,Mumbai,Video,35584,6,1214017,0.65,7891,1.74,137,High
42,Female,Kolkata,Carousel,55227,58,2120578,4.99,105816,1.4,1481,High
37,Male,Kolkata,Shorts,35219,41,1110391,0.38,4219,3.96,167,High
48,Female,Hyderabad,Image,37166,35,881677,4.26,37559,1.93,724,High
21,Male,Chennai,Video,37305,37,840830,2.13,17909,3.69,660,High
40,Female,Mumbai,Shorts,83145,36,2094818,2.52,52789,0.18,95,High
19,Female,Mumbai,Video,46217,47,1020039,3.79,38659,0.17,65,High
39,Male,Chennai,Image,39460,16,1194383,7.42,88623,0.24,212,High
54,Female,Chennai,Video,49959,7,1068835,5.71,61030,1.17,714,High
25,Male,Chennai,Carousel,46663,59,1141773,7.5,85632,1.93,1652,High
24,Female,Kolkata,Video,62171,52,1790435,5.31,95072,3.08,2928,High
31,Female,Hyderabad,Image,19410,30,572201,0.16,915,4.93,45,High
20,Female,Chennai,Carousel,35680,18,1117093,2.2,24576,1.84,452,High
33,Male,Hyderabad,Video,62697,16,2138758,7.26,155273,0.37,574,High
36,Female,Bangalore,Video,42670,56,893716,5.18,46294,1.06,490,High
35,Male,Mumbai,Carousel,38675,30,835876,7.86,65699,4.5,2956,High
33,Female,Mumbai,Shorts,38004,20,806347,1.33,10724,3.53,378,High
25,Female,Delhi,Shorts,60854,57,1732106,2.44,42263,3.97,1677,High
50,Female,Bangalore,Carousel,60199,12,1254374,2.96,37129,0.71,263,High
29,Female,Chennai,Video,64364,53,2247706,2.68,60238,0.76,457,High
28,Female,Chennai,Shorts,32559,53,796406,2.09,16644,0.65,108,High
22,Female,Kolkata,Carousel,31672,32,1228400,3.6,44222,4.3,1901,High
44,Male,Bangalore,Image,67060,11,1993572,5.17,103067,1.13,1164,High
29,Male,Chennai,Video,53076,19,1535328,2.56,39304,3.25,1277,High
34,Male,Delhi,Image,40910,45,1456865,0.73,10635,2.63,279,High
23,Female,Hyderabad,Video,47642,40,1632382,5.7,93045,2.77,2577,High
50,Male,Mumbai,Shorts,31485,12,1012122,3.73,37752,1.06,400,High
22,Female,Bangalore,Image,42055,14,1627688,4.5,73245,3.21,2351,High
45,Male,Mumbai,Image,52388,19,1490192,3.7,55137,0.31,170,High
31,Male,Hyderabad,Carousel,55317,59,2000853,7.13,142660,4.97,7090,High
22,Female,Bangalore,Shorts,48688,22,1343894,4.51,60609,0.23,139,High
50,Female,Hyderabad,Shorts,47154,50,1733722,7.39,128122,0.35,448,High
58,Male,Chennai,Video,60998,41,1536530,4.13,63458,1.69,1072,High
36,Male,Chennai,Carousel,48479,45,1250056,2.41,30126,4.17,1256,High
39,Male,Chennai,Carousel,43293,49,1452809,2.91,42276,1.36,574,High
22,Male,Hyderabad,Video,38565,55,935378,4.22,39472,2.41,951,High
19,Female,Hyderabad,Image,23486,47,577360,4.29,24768,0.19,47,High
47,Male,Hyderabad,Video,59748,48,1559756,5.53,86254,0.49,422,High
56,Female,Mumbai,Video,71953,39,2416105,1.87,45181,3.08,1391,High
21,Female,Hyderabad,Video,37602,6,1420908,5.3,75308,1.05,790,High
50,Male,Chennai,Carousel,30949,59,1036530,6.25,64783,3.5,2267,High
30,Female,Delhi,Video,40659,26,1486346,5.45,81005,3.95,3199,High
37,Male,Hyderabad,Video,54358,19,1678097,3.91,65613,4.27,2801,High
24,Female,Delhi,Video,42420,41,906885,7.93,71915,0.76,546,High
32,Female,Chennai,Shorts,42159,43,927904,3.3,30620,2.33,713,High
40,Male,Hyderabad,Image,48756,40,1515723,0.94,14247,4.74,675,High
31,Female,Mumbai,Image,51512,9,1367957,6.59,90148,3.88,3497,High
40,Female,Mumbai,Image,55523,52,1355411,1.78,24126,0.67,161,High
36,Male,Delhi,Image,45572,19,1336425,5.73,76577,2.56,1960,High
46,Female,Kolkata,Carousel,45305,31,1510034,1.51,22801,4.62,1053,High
37,Female,Mumbai,Carousel,21170,20,586411,0.23,1348,2.26,30,High
46,Male,Mumbai,Video,64035,40,2308526,1.36,31395,4.2,1318,High
41,Male,Mumbai,Carousel,53785,42,1870148,3.08,57600,2.53,1457,High
35,Female,Chennai,Image,72665,22,2521385,0.94,23701,0.62,146,High
27,Female,Mumbai,Shorts,57666,39,2289585,1.66,38007,0.82,311,High
58,Female,Bangalore,Video,48896,29,1266632,6.14,77771,0.33,256,High
25,Male,Hyderabad,Video,27709,26,911499,6.18,56330,1.06,597,High
43,Female,Mumbai,Image,25493,35,946054,6.56,62061,4.48,2780,High
46,Female,Kolkata,Image,65725,41,2076291,6.75,140149,3.29,4610,High
27,Female,Kolkata,Image,58423,38,2090969,3.42,71511,3.72,2660,High
34,Female,Mumbai,Carousel,71980,27,2036273,6.95,141520,3.15,4457,High
19,Female,Mumbai,Video,63968,20,2034834,4.25,86480,1.99,1720,High
23,Female,Bangalore,Image,44433,10,938129,3.82,35836,1.16,415,High
22,Male,Mumbai,Shorts,15498,19,615537,5.78,35578,4.64,1650,High
45,Male,Mumbai,Video,59067,22,2126462,1.79,38063,2.62,997,High
58,Female,Hyderabad,Video,34758,42,1299140,6.34,82365,2.46,2026,High
22,Female,Kolkata,Carousel,47235,17,1600615,3.49,55861,4.98,2781,High
35,Male,Bangalore,Video,56181,28,1332685,1.11,14792,1.98,292,High
43,Male,Kolkata,Image,40540,17,835964,1.04,8694,4.29,372,High
37,Male,Bangalore,Image,37622,5,1403060,1.4,19642,4.33,850,High
58,Female,Kolkata,Shorts,45392,52,1267654,7.14,90510,1.24,1122,High
44,Female,Mumbai,Video,19307,40,488036,7.93,38701,0.56,216,High
29,Female,Kolkata,Video,34494,53,1077387,2.92,31459,4.88,1535,High
24,Female,Kolkata,Carousel,34277,22,974107,2.41,23475,2.19,514,High
20,Male,Bangalore,Image,46462,52,1534803,1.83,28086,0.11,30,High
27,Male,Delhi,Shorts,35792,37,1062177,6.61,70209,2.55,1790,High
51,Male,Bangalore,Image,42262,42,1434592,1.75,25105,3.13,785,High
42,Male,Bangalore,Video,43325,47,1606010,7.4,118844,3.9,4634,High
52,Female,Bangalore,Video,81915,10,1958687,5.37,105181,4.72,4964,High
33,Female,Chennai,Shorts,61543,21,1636360,7.19,117654,4.58,5388,High
19,Male,Chennai,Video,48194,8,1384925,4.48,62044,4.71,2922,High
41,Male,Chennai,Shorts,56736,18,2226393,5.56,123787,0.26,321,High
27,Male,Bangalore,Shorts,63810,34,1742458,4.99,86948,3.59,3121,High
55,Male,Delhi,Image,54316,50,1500331,6.67,100072,1.21,1210,High
39,Male,Bangalore,Shorts,34491,24,1140620,6.7,76421,1.02,779,High
43,Female,Mumbai,Video,47944,12,1360866,4.76,64777,4.02,2604,High
56,Female,Delhi,Carousel,35361,58,1379968,5.1,70378,2.14,1506,High
44,Male,Chennai,Carousel,45063,6,1707439,7.38,126008,4.59,5783,High
46,Male,Kolkata,Video,47617,41,1441280,7.45,107375,0.31,332,High
55,Male,Kolkata,Carousel,65788,8,2164152,5.35,115782,4.03,4666,High
37,Female,Hyderabad,Carousel,38088,14,805969,0.16,1289,0.77,9,High
44,Female,Delhi,Shorts,36886,24,1250991,0.92,11509,0.97,111,High
58,Female,Chennai,Carousel,39245,57,1340015,6.88,92193,2.44,2249,High
37,Male,Delhi,Carousel,40864,39,1110871,0.77,8553,2.04,174,High
36,Female,Delhi,Carousel,45227,52,1103263,1.79,19748,2.48,489,High
37,Male,Kolkata,Image,54939,14,2104282,1.92,40402,4.71,1902,High
52,Female,Bangalore,Video,38223,32,1090669,4.84,52788,3.32,1752,High
19,Female,Mumbai,Shorts,51723,19,1710705,4.66,79718,1.52,1211,High
47,Female,Hyderabad,Carousel,51908,40,1072776,2.39,25639,0.95,243,High
51,Male,Chennai,Video,58305,5,1648947,1.74,28691,2.16,619,High
39,Male,Delhi,Carousel,46838,26,1702349,6.14,104524,2.31,2414,High
20,Female,Hyderabad,Image,62481,31,1733950,7.49,129872,3.05,3961,High
23,Male,Delhi,Image,55535,33,1780646,0.52,9259,1.4,129,High
32,Male,Kolkata,Carousel,54862,19,1327519,1.15,15266,3.86,589,High
44,Male,Mumbai,Carousel,41739,14,1182506,5.17,61135,0.58,354,High
27,Male,Kolkata,Carousel,54118,24,2086415,6.46,134782,2.85,3841,High
26,Male,Hyderabad,Image,55284,26,1732004,6.35,109982,3.16,3475,High
50,Male,Chennai,Image,41036,54,1560959,5.79,90379,1.11,1003,High
49,Male,Delhi,Video,67914,52,2583483,7.11,183685,4.15,7622,High
23,Female,Mumbai,Shorts,89352,57,3474292,1.82,63232,3.12,1972,High
58,Male,Kolkata,Shorts,40143,13,1521735,0.95,14456,3.26,471,High
53,Male,Hyderabad,Image,42947,55,861762,4.96,42743,2.54,1085,High
19,Female,Kolkata,Shorts,43324,36,1675809,6.6,110603,4.56,5043,High
46,Female,Delhi,Carousel,30356,21,690587,4.7,32457,3.5,1135,High
21,Female,Delhi,Video,36855,46,766542,7.71,59100,1.97,1164,High
18,Female,Chennai,Image,62858,23,1326801,6.38,84649,1.27,1075,High
36,Male,Mumbai,Image,48769,44,1315727,5.64,74207,0.45,333,High
43,Female,Bangalore,Shorts,78785,31,2553908,0.58,14812,0.91,134,High
42,Female,Kolkata,Carousel,45672,55,1280939,0.95,12168,4.96,603,High
27,Male,Delhi,Video,56245,41,1153651,6.3,72680,2.09,1519,High
32,Male,Hyderabad,Shorts,36435,38,1075930,1.67,17968,4.5,808,High
39,Male,Kolkata,Image,48347,51,1394461,0.33,4601,0.94,43,High
38,Female,Chennai,Image,51317,53,1803135,7.3,131628,2.18,2869,High
39,Male,Chennai,Shorts,18438,14,471888,7.14,33692,4.81,1620,High
53,Female,Delhi,Carousel,37625,34,916205,1.83,16766,0.55,92,High
51,Male,Delhi,Video,59538,25,1495545,6.26,93621,3.01,2817,High
47,Male,Delhi,Video,58740,25,1531633,0.48,7351,4.6,338,High
42,Female,Bangalore,Video,31274,58,1000257,2.35,23506,4.75,1116,High
45,Male,Delhi,Video,44585,38,1312176,5.03,66002,4.25,2805,High
18,Male,Kolkata,Carousel,14455,13,386517,6.13,23693,4.29,1016,High
21,Male,Kolkata,Image,49948,38,1372897,0.18,2471,3.3,81,High
24,Male,Mumbai,Image,68904,54,1889256,2.68,50632,1.18,597,High
26,Male,Hyderabad,Video,69554,16,2743788,1.79,49113,3.68,1807,High
53,Female,Delhi,Video,69021,51,1702054,7.99,135994,4.89,6650,High
36,Female,Kolkata,Video,57904,25,2105479,5.4,113695,2.68,3047,High
18,Male,Kolkata,Shorts,67373,24,2301748,3.3,75957,1.38,1048,High
27,Female,Kolkata,Shorts,47161,10,948474,0.7,6639,2.91,193,High
53,Female,Bangalore,Image,42171,54,1681122,4.83,81198,3.48,2825,High
26,Female,Hyderabad,Image,67109,49,2357465,5.17,121880,1.12,1365,High
59,Male,Chennai,Video,54326,40,1828045,6.55,119736,3.62,4334,High
49,Male,Kolkata,Shorts,23071,16,648457,2.38,15433,2.98,459,High
49,Male,Delhi,Carousel,68248,45,2122810,7.85,166640,3.1,5165,High
23,Female,Kolkata,Shorts,46702,35,1170611,3.57,41790,1.6,668,High
55,Female,Hyderabad,Image,39993,6,828244,2.44,20209,0.86,173,High
34,Male,Chennai,Shorts,64683,20,2375208,2.85,67693,3.15,2132,High
27,Male,Bangalore,Image,62660,5,2376711,4.2,99821,2.97,2964,High
44,Female,Mumbai,Video,35646,8,828766,7.5,62157,1.76,1093,High
52,Female,Delhi,Carousel,47643,51,1702838,5.91,100637,1.55,1559,High
38,Male,Mumbai,Video,36373,56,1266638,4.66,59025,1.8,1062,High
42,Female,Bangalore,Video,36770,5,866596,1.39,12045,2.5,301,High
45,Female,Hyderabad,Carousel,5108,56,145272,1.28,1859,4.88,90,High
32,Female,Hyderabad,Carousel,34790,51,989958,4.07,40291,3.84,1547,High
21,Female,Bangalore,Carousel,47432,39,1669600,5.86,97838,4.27,4177,High
46,Female,Kolkata,Image,7500,17,275673,6.03,16623,2.58,428,High
26,Female,Bangalore,Video,29422,54,644214,1.88,12111,2.68,324,High
44,Female,Delhi,Image,59105,49,1847610,0.89,16443,1.1,180,High
43,Male,Chennai,Carousel,28815,46,1015311,3.14,31880,3.63,1157,High
36,Male,Mumbai,Image,47641,35,1701936,7.35,125092,2.17,2714,High
45,Female,Mumbai,Carousel,25199,24,578577,4.41,25515,3.74,954,High
34,Female,Hyderabad,Shorts,56141,11,1712884,2.63,45048,2.1,946,High
58,Female,Kolkata,Carousel,45113,44,1676026,2.66,44582,0.63,280,High
59,Male,Hyderabad,Video,36234,37,955527,1.14,10893,0.95,103,High
37,Male,Delhi,Video,10332,32,294500,3.84,11308,4.08,461,High
57,Female,Bangalore,Video,36592,54,1320502,6.35,83851,1.37,1148,High
56,Male,Mumbai,Image,59971,48,1306554,7.75,101257,1.4,1417,High
40,Female,Delhi,Video,73250,54,2724190,4.06,110602,4.65,5142,High
49,Female,Hyderabad,Carousel,46711,48,1224912,1.42,17393,3.32,577,High
50,Female,Hyderabad,Shorts,48498,24,971382,5.5,53426,0.66,352,High
22,Female,Mumbai,Video,39838,36,983329,6.08,59786,0.8,478,High
51,Female,Hyderabad,Image,68439,13,1491292,0.67,9991,1.43,142,High
57,Female,Kolkata,Shorts,46390,38,1013517,6.82,69121,3.01,2080,High
28,Female,Hyderabad,Video,63405,18,2146716,6.65,142756,3.79,5410,High
20,Male,Chennai,Video,53723,8,1304372,3.83,49957,1.45,724,High
50,Female,Bangalore,Shorts,51843,33,2006079,4.53,90875,4.37,3971,High
28,Male,Hyderabad,Video,34696,19,1052296,5.74,60401,0.63,380,High
33,Female,Chennai,Image,76738,21,2240927,5.45,122130,1.12,1367,High
35,Female,Delhi,Carousel,71989,23,2065052,0.23,4749,4.86,230,High
47,Male,Hyderabad,Carousel,84112,42,2847370,1.07,30466,0.76,231,High
27,Male,Kolkata,Shorts,33509,13,973281,1.38,13431,4.45,597,High
35,Female,Delhi,Carousel,53960,31,1217995,6.07,73932,3.55,2624,High
55,Male,Hyderabad,Video,38100,53,1432702,3.58,51290,0.46,235,High
36,Female,Mumbai,Video,56654,19,1618512,4.41,71376,2.47,1762,High
53,Female,Chennai,Image,54383,41,1168159,6.2,72425,2.64,1912,High
30,Male,Chennai,Carousel,43790,32,1339424,2.79,37369,4.67,1745,High
20,Male,Mumbai,Shorts,46570,54,1534362,6.02,92368,2.16,1995,High
27,Male,Bangalore,Video,81361,59,2075666,3.59,74516,2.29,1706,High
55,Male,Kolkata,Shorts,47970,8,1727257,3.08,53199,0.65,345,High
18,Female,Chennai,Video,16961,25,566433,2.73,15463,3.23,499,High
44,Male,Delhi,Video,41957,38,1384891,7.72,106913,1.13,1208,High
25,Male,Kolkata,Image,33570,23,953969,6.2,59146,0.48,283,High
59,Male,Chennai,Carousel,36203,41,1420563,0.26,3693,4.98,183,High
34,Male,Bangalore,Image,60640,8,1545342,7.66,118373,1.42,1680,High
26,Male,Delhi,Carousel,63363,41,1999384,6.23,124561,0.79,984,High
23,Female,Kolkata,Shorts,37354,55,977976,1.28,12518,3.53,441,High
42,Female,Delhi,Carousel,41739,36,1456553,0.7,10195,4.13,421,High
56,Male,Mumbai,Shorts,39527,49,828334,2.53,20956,0.41,85,High
45,Male,Hyderabad,Video,72771,52,1522226,5.03,76567,0.62,474,High
50,Female,Mumbai,Shorts,63811,16,2311092,4.97,114861,0.54,620,High
54,Male,Kolkata,Shorts,60154,45,1725542,2.28,39342,0.33,129,High
26,Female,Hyderabad,Video,34519,20,925927,3.62,33518,3.33,1116,High
35,Female,Mumbai,Shorts,24361,18,783222,1.77,13863,2.98,413,High
38,Male,Hyderabad,Shorts,68457,58,2330143,0.5,11650,3.35,390,High
19,Female,Chennai,Video,78783,5,1892702,4.18,79114,2.58,2041,High
55,Male,Delhi,Video,23651,56,560743,2.84,15925,4.11,654,High
57,Male,Hyderabad,Video,83622,59,3274901,4.39,143768,2.78,3996,High
53,Female,Chennai,Carousel,48409,36,1539107,7.58,116664,4.6,5366,High
54,Female,Bangalore,Video,52522,25,1460251,1.23,17961,2.48,445,High
32,Male,Mumbai,Video,30231,8,1089213,0.12,1307,3.97,51,High
45,Female,Bangalore,Shorts,23378,13,713122,0.71,5063,2.1,106,High
35,Male,Kolkata,Image,16042,55,398398,3.76,14979,2.23,334,High
51,Female,Chennai,Image,65462,50,1579914,5.68,89739,4.26,3822,High
39,Female,Bangalore,Carousel,48758,26,1362187,4.69,63886,0.63,402,High
28,Male,Bangalore,Carousel,56911,16,2116998,4.01,84891,2.87,2436,High
30,Male,Chennai,Image,66996,34,1422271,2.9,41245,3.66,1509,High
21,Male,Delhi,Image,48563,34,1183505,2.55,30179,3.78,1140,High
39,Female,Hyderabad,Video,75341,36,2852676,3.07,87577,3.0,2627,High
24,Male,Kolkata,Shorts,37618,40,843965,4.93,41607,2.3,956,High
41,Male,Kolkata,Video,43735,11,1425459,1.43,20384,1.38,281,High
21,Female,Mumbai,Carousel,36457,21,884836,6.19,54771,4.56,2497,High
45,Female,Hyderabad,Image,62532,5,2008380,4.64,93188,1.91,1779,High
32,Male,Mumbai,Carousel,66703,18,1845155,2.23,41146,4.02,1654,High
18,Male,Kolkata,Video,43206,51,951984,4.06,38650,0.26,100,High
20,Male,Hyderabad,Carousel,29102,48,921088,7.71,71015,1.24,880,High
31,Male,Bangalore,Carousel,68459,48,2304394,0.26,5991,1.79,107,High
55,Female,Delhi,Shorts,36788,42,1236303,1.68,20769,3.39,704,High
18,Female,Bangalore,Carousel,43957,30,1439214,3.64,52387,1.66,869,High
55,Male,Delhi,Video,33901,31,1017186,5.14,52283,0.3,156,High
55,Male,Chennai,Shorts,54311,49,1650508,1.78,29379,0.95,279,High
38,Male,Mumbai,Carousel,38450,20,1257825,7.46,93833,1.37,1285,High
46,Female,Mumbai,Video,60521,50,2045927,5.18,105979,0.96,1017,High
22,Male,Chennai,Image,41603,11,1376976,7.03,96801,1.1,1064,High
27,Male,Hyderabad,Shorts,58067,36,1843004,2.7,49761,3.87,1925,High
45,Female,Chennai,Carousel,36129,29,835202,6.65,55540,2.12,1177,High
38,Female,Kolkata,Carousel,68393,35,1655976,3.09,51169,2.09,1069,High
24,Male,Chennai,Shorts,42501,20,1071227,2.1,22495,4.84,1088,High
20,Male,Delhi,Video,51351,59,1971531,7.3,143921,2.29,3295,High
37,Female,Kolkata,Carousel,32181,45,1132399,0.83,9398,4.65,437,High
36,Male,Chennai,Video,49758,18,1545375,7.55,116675,1.57,1831,High
52,Male,Mumbai,Shorts,32738,29,819801,3.72,30496,2.06,628,High
21,Female,Bangalore,Carousel,49341,34,1096262,7.94,87043,2.04,1775,High
22,Female,Delhi,Image,35577,11,1351043,4.36,58905,2.78,1637,High
18,Female,Delhi,Image,47669,16,1804457,6.08,109710,2.96,3247,High
21,Male,Hyderabad,Image,56988,7,1265944,0.16,2025,1.32,26,High
29,Female,Bangalore,Shorts,29414,31,1057299,4.02,42503,3.99,1695,High
44,Female,Delhi,Carousel,49347,50,1427753,5.93,84665,2.53,2142,High
59,Male,Chennai,Shorts,56124,23,1486143,6.28,93329,0.13,121,High
40,Male,Delhi,Carousel,56061,47,1949921,1.35,26323,3.0,789,High
42,Female,Delhi,Image,78775,41,2543399,3.41,86729,4.01,3477,High
38,Female,Delhi,Image,38832,59,1382455,3.41,47141,1.33,626,High
41,Male,Hyderabad,Video,49957,49,1073423,0.92,9875,0.29,28,High
42,Male,Delhi,Shorts,76215,46,2009944,3.6,72357,4.06,2937,High
49,Female,Delhi,Shorts,29401,11,775788,6.48,50271,4.88,2453,High
49,Female,Hyderabad,Video,15536,53,413202,2.47,10206,0.48,48,High
22,Male,Kolkata,Image,58033,20,1743885,3.52,61384,4.7,2885,High
53,Female,Bangalore,Image,65648,36,1684554,7.69,129542,1.86,2409,High
59,Male,Kolkata,Shorts,18349,12,530078,0.35,1855,4.71,87,High
59,Female,Mumbai,Carousel,45202,53,1236552,4.77,58983,3.28,1934,High
56,Male,Hyderabad,Image,34730,17,1205369,5.97,71960,4.46,3209,High
33,Male,Hyderabad,Video,54645,15,1752470,6.11,107075,3.95,4229,High
50,Female,Delhi,Video,49492,24,1636838,5.76,94281,0.24,226,High
38,Female,Delhi,Video,69634,22,1685960,5.84,98460,0.42,413,High
26,Male,Mumbai,Shorts,29827,41,790719,0.57,4507,2.68,120,High
23,Female,Delhi,Shorts,55790,10,1139426,4.32,49223,0.74,364,High
52,Female,Chennai,Shorts,59324,24,1315068,6.29,82717,2.36,1952,High
56,Female,Delhi,Shorts,50755,36,1284160,0.84,10786,4.78,515,High
39,Male,Delhi,Video,19896,50,423981,0.2,847,1.54,13,High
58,Female,Chennai,Video,56233,48,1802419,6.54,117878,2.5,2946,High
22,Female,Mumbai,Shorts,39040,33,1560146,5.73,89396,1.98,1770,High
59,Male,Chennai,Shorts,23850,8,525107,3.36,17643,3.19,562,High
40,Female,Hyderabad,Video,55538,11,2022951,7.53,152328,1.05,1599,High
34,Female,Chennai,Shorts,61508,47,1376323,6.16,84781,1.37,1161,High
29,Male,Bangalore,Shorts,40769,24,1361614,7.75,105525,4.31,4548,High
40,Male,Hyderabad,Shorts,62507,38,2054197,7.44,152832,4.08,6235,High
33,Female,Delhi,Shorts,62658,40,2384417,3.9,92992,3.97,3691,High
20,Female,Hyderabad,Image,49738,11,1108112,6.06,67151,3.88,2605,High
47,Male,Mumbai,Shorts,58945,37,1550779,5.39,83586,2.35,1964,High
39,Male,Mumbai,Video,64645,19,1410277,6.51,91809,3.67,3369,High
26,Female,Chennai,Video,57875,56,1629065,6.32,102956,2.0,2059,High
46,Female,Hyderabad,Video,15695,36,600057,1.31,7860,0.59,46,High
54,Female,Delhi,Video,12194,26,434505,1.95,8472,2.03,171,High
40,Male,Mumbai,Shorts,65990,44,2273915,2.2,50026,0.88,440,High
30,Female,Kolkata,Image,39673,33,1216418,6.57,79918,2.02,1614,High
49,Male,Delhi,Carousel,42560,29,1603246,6.5,104210,1.56,1625,High
40,Male,Kolkata,Carousel,78349,9,2271272,4.01,91078,3.04,2768,High
34,Male,Bangalore,Carousel,38994,18,896635,4.69,42052,1.87,786,High
57,Female,Kolkata,Carousel,47923,54,1761253,6.63,116771,3.56,4157,High
38,Female,Mumbai,Video,50187,39,1284424,2.57,33009,2.61,861,High
19,Female,Chennai,Shorts,46805,6,986320,0.5,4931,4.61,227,High
